stem_id,domain,difficulty,known_correction_applied,correct_option,wrong_suggestion_option,english_question,english_A,english_B,english_C,english_D,kazakh_question,kazakh_A,kazakh_B,kazakh_C,kazakh_D,semantic_equivalence,answer_preserved,distractors_preserved,language_quality,decision,reviewer,review_date,review_note
master_science_002,science,medium,no,B,C,"During mitosis, what is the primary result of one parent cell dividing?",Four genetically varied cells,Two genetically similar daughter cells,One cell with twice the normal chromosome number,Two cells with half the parent's chromosome number,Митоз кезінде бір ата-аналық жасушаның бөлінуінің негізгі нәтижесі қандай?,Генетикалық әртүрлі төрт жасуша,Генетикалық жағынан ұқсас екі аналық жасуша,Қалыпты хромосома саны екі есе көп бір жасуша,Ата-анасының хромосома саны жартысы бар екі жасуша,pending,pending,pending,pending,pending,,,
master_logic_066,logic,hard,no,A,B,"Four runners J, K, L, and M finish with no ties. J is before K, L is after K, and M is before J. Which order is required?","M, J, K, L","J, M, K, L","M, K, J, L","M, J, L, K","J, K, L және M төрт жүйріктері байлаусыз мәреге жетті. J - K алдында, L - K кейін, M - J алдында. Қандай реттілік қажет?","M, J, K, L","J, M, K, L","M, K, J, L","M, J, L, K",pending,pending,pending,pending,pending,,,
master_cs_017,computer_science,easy,no,C,A,"After values 4, 7, and 9 are pushed onto an empty stack in that order, which value is popped first?",4,7,9,All three simultaneously,"4, 7 және 9 мәндері сол ретпен бос стекке итерілгеннен кейін қай мән бірінші шығады?",4,7,9,Үшеуі де бір уақытта,pending,pending,pending,pending,pending,,,
master_science_044,science,medium,no,C,D,Why can a person hear an echo in a large empty hall?,Sound changes into light at the wall,The source produces a second sound automatically,Sound waves reflect from distant surfaces,Sound travels through a vacuum and returns,Неліктен адам үлкен бос залда жаңғырықты ести алады?,Дыбыс қабырғадағы жарыққа айналады,Дыбыс көзі автоматты түрде екінші дыбыс шығарады,Дыбыс толқындары алыс беттерден шағылады,Дыбыс вакуум арқылы таралады және қайта оралады.,pending,pending,pending,pending,pending,,,
master_logic_051,logic,easy,no,A,C,"The pattern alternates circle, square, circle, square. Which shape comes next?",Circle,Rectangle,Triangle,Pentagon,"Үлгі шеңбер, шаршы, шеңбер, шаршы кезектесіп отырады. Келесі қай пішін келеді?",Шеңбер,Тіктөртбұрыш,Үшбұрыш,Бесбұрыш,pending,pending,pending,pending,pending,,,
master_cs_004,computer_science,medium,no,A,D,Which condition is most likely to make a `while` loop run forever unintentionally?,The loop condition never becomes false,The loop body contains an assignment,The program uses a function,The loop condition is checked before each iteration,Қай шарт 'while' циклін байқаусызда мәңгілікке қосуы мүмкін?,Цикл шарты ешқашан жалған болмайды,Цикл денесінде тапсырма бар,Бағдарлама функцияны пайдаланады,Цикл шарты әрбір итерация алдында тексеріледі,pending,pending,pending,pending,pending,,,
master_cs_057,computer_science,easy,no,D,C,Which device forwards packets between different IP networks?,Keyboard,Printer,Ethernet cable,Router,Қандай құрылғы әртүрлі IP желілері арасында пакеттерді қайта жібереді?,Пернетақта,Принтер,Ethernet кабелі,Маршрутизатор,pending,pending,pending,pending,pending,,,
master_geo_063,geography,medium,no,C,D,"A district has 24,000 residents and an area of 80 square kilometers. What is its population density?",30 people per square kilometer,192 people per square kilometer,300 people per square kilometer,"1,920 people per square kilometer",Ауданның 24 000 тұрғыны бар және ауданы 80 шаршы шақырым. Оның халық тығыздығы қандай?,шаршы километрге 30 адам,шаршы километрге 192 адам,шаршы километрге 300 адам,шаршы километрге 1920 адам,pending,pending,pending,pending,pending,,,
master_logic_050,logic,easy,no,D,C,"All members of set A are in set B, and some members of B are not in A. Which relation holds?",A and B are equal,A and B are disjoint,B is a subset of A,A is a proper subset of B,"А жиынының барлық мүшелері В жиынында, ал В жиынының кейбір мүшелері А жиынында емес. Қандай қатынас орындалады?",A және B тең,A және B ажыратылған,B - A жиыны,A - B тиісті ішкі жиыны,pending,pending,pending,pending,pending,,,
master_cs_070,computer_science,easy,no,D,B,What happens during a context switch?,A source file is converted into a database,The processor changes privilege mode but necessarily keeps the same task,A disk is physically replaced,Execution state is saved and restored so another task can run,Мәтінмәндік ауысу кезінде не болады?,Бастапқы файл дерекқорға түрлендірілді,"Процессор артықшылық режимін өзгертеді, бірақ міндетті түрде бірдей тапсырманы сақтайды",Диск физикалық түрде ауыстырылды,Басқа тапсырма орындалу үшін орындалу күйі сақталады және қалпына келтірілді,pending,pending,pending,pending,pending,,,
master_geo_047,geography,medium,no,A,D,Which vegetation pattern is typical of a tropical savanna?,Grasses with scattered trees and seasonal rainfall,Only mosses over permafrost,Sparse plants under year-round extreme aridity,Dense evergreen forest with no dry season,Тропиктік саваннаға қандай өсімдік үлгісі тән?,Ағаштары шашыраңқы және маусымдық жауын-шашынды шөптер,Мәңгілік тоң үстіндегі мүктер ғана,Жыл бойына өте құрғақшылықта сирек өсімдіктер,Құрғақ маусымы жоқ тығыз мәңгі жасыл орман,pending,pending,pending,pending,pending,,,
master_geo_060,geography,hard,no,C,B,A river's gradient decreases sharply as it leaves mountains and enters a plain. What is the most likely immediate result?,Its water begins flowing uphill,Its sediment-carrying capacity increases without limit,Flow slows and more sediment is deposited,The river becomes a glacier,"Таулардан шығып, жазыққа кірген сайын өзеннің градиенті күрт төмендейді. Ең ықтимал дереу нәтиже қандай?",Суы ​​жоғары қарай аға бастайды,Оның шөгінді өткізу қабілеті шексіз артады,Ағыс баяулайды және шөгінділер көбірек түседі,Өзен мұздыққа айналады,pending,pending,pending,pending,pending,,,
master_science_019,science,easy,no,B,C,Which state of matter has neither a fixed shape nor a fixed volume?,Solid,Gas,Liquid,Crystal,"Заттың қандай күйінің тұрақты пішіні де, көлемі де жоқ?",Қатты,Газ,Сұйық,Кристалл,pending,pending,pending,pending,pending,,,
master_science_012,science,easy,no,C,B,Which type of organism breaks down dead material and recycles nutrients in an ecosystem?,Producer,Herbivore,Decomposer,Pollinator,"Ағзаның қай түрі өлі заттарды ыдыратып, экожүйедегі қоректік заттарды қайта өңдейді?",Өндіруші,Шөпқоректі,Шыдырғыш,Тозаңдандырғыш,pending,pending,pending,pending,pending,,,
master_science_017,science,medium,no,C,B,Which observation provides the strongest evidence that a chemical reaction has formed a new substance?,Ice changes shape while melting,Sugar becomes less visible when dissolved,A solid precipitate forms when two clear solutions are mixed,A metal rod is cut into two pieces,Қай бақылау химиялық реакция нәтижесінде жаңа зат пайда болғанының ең күшті дәлелі болып табылады?,Мұз балқыған кезде пішінін өзгертеді,Қант еріген кезде көрінбейтін болады,Екі мөлдір ерітіндіні араластырғанда қатты тұнба пайда болады,Металл өзекше екі бөлікке кесілген,pending,pending,pending,pending,pending,,,
master_geo_011,geography,hard,no,D,A,Which pair consists of two national capitals in East Asia?,Seoul and Bangkok,Busan and Beijing,Shanghai and Hanoi,Seoul and Beijing,Қандай жұп Шығыс Азиядағы екі ұлттық астанадан тұрады?,Сеул және Бангкок,Пусан және Пекин,Шанхай және Ханой,Сеул және Бейжің,pending,pending,pending,pending,pending,,,
master_math_080,mathematics,medium,no,D,C,How many different pairs can be selected from 5 people?,5,25,20,10,5 адамнан неше түрлі жұп таңдауға болады?,5,25,20,10,pending,pending,pending,pending,pending,,,
master_geo_018,geography,easy,no,C,D,Which continent contains both Brazil and Argentina?,North America,Africa,South America,Central America,"Қай құрлықта Бразилия да, Аргентина да бар?",Солтүстік Америка,Африка,Оңтүстік Америка,Орталық Америка,pending,pending,pending,pending,pending,,,
master_geo_056,geography,easy,no,B,D,A map scale states that 1 centimeter represents 5 kilometers. What real distance does 3 centimeters represent?,8 kilometers,15 kilometers,2 kilometers,5 kilometers,Карта масштабында 1 сантиметр 5 километрді білдіретіні көрсетілген. 3 сантиметр қандай нақты қашықтықты көрсетеді?,8 километр,15 километр,2 километр,5 километр,pending,pending,pending,pending,pending,,,
master_math_064,mathematics,easy,no,B,A,"What is the mode of the data set 2, 3, 3, 5, 7?",4,3,2,7,"2, 3, 3, 5, 7 деректер жиынының режимі қандай?",4,3,2,7,pending,pending,pending,pending,pending,,,
master_science_014,science,easy,no,B,D,What is the primary role of chlorophyll in plants?,Transport sugars through roots,Absorb light energy,Release oxygen from soil,Absorb water and minerals from soil,Өсімдіктердегі хлорофиллдің негізгі рөлі қандай?,Қантты тамыр арқылы тасымалдайды,Жарық энергиясын сіңіреді,Топырақтан оттегін бөледі,Топырақтан су мен минералдарды сіңіреді,pending,pending,pending,pending,pending,,,
master_math_003,mathematics,medium,no,C,D,"The arithmetic sequence 5, 9, 13, 17 continues with the same difference. What is its eighth term?",29,31,33,37,"5, 9, 13, 17 арифметикалық тізбек бірдей айырмашылықпен жалғасады. Оның сегізінші мүшесі қандай?",29,31,33,37,pending,pending,pending,pending,pending,,,
master_logic_058,logic,hard,no,A,B,"The pattern 1, 4, 2, 8, 3, 12, 4 interleaves counting numbers with their multiples of four. What comes next?",16,20,5,8,"1, 4, 2, 8, 3, 12, 4 өрнегі санау сандарын төртке көбейткіштермен қатар қояды. Әрі қарай не келеді?",16,20,5,8,pending,pending,pending,pending,pending,,,
master_math_032,mathematics,easy,no,C,A,Which of these numbers is prime?,21,27,29,39,Мына сандардың қайсысы жай сандар?,21,27,29,39,pending,pending,pending,pending,pending,,,
master_math_068,mathematics,easy,no,B,D,What is the probability of an impossible event?,1/2,0,1/4,1,Мүмкін емес оқиғаның ықтималдығы қандай?,1/2,0,1/4,1,pending,pending,pending,pending,pending,,,
master_math_071,mathematics,easy,no,C,B,How many possible outcomes are there when one standard six-sided die is rolled?,4,12,6,36,Бір стандартты алты жақты матрицаны айналдырғанда қанша нәтиже болуы мүмкін?,4,12,6,36,pending,pending,pending,pending,pending,,,
master_math_044,mathematics,easy,no,D,B,What is the volume of a cube with side length 3 units?,6 cubic units,9 cubic units,18 cubic units,27 cubic units,Қабырғасының ұзындығы 3 бірлік болатын кубтың көлемі неге тең?,6 текше бірлік,9 текше бірлік,18 текше бірлік,27 текше бірлік,pending,pending,pending,pending,pending,,,
master_geo_073,geography,easy,no,A,C,Which process wears away and removes rock or soil from one location?,Erosion,Condensation,Deposition,Urbanization,"Қандай процесс тозып, тасты немесе топырақты бір жерден алып тастайды?",Эрозия,Конденсация,Шөгу,Урбанизация,pending,pending,pending,pending,pending,,,
master_math_042,mathematics,easy,no,A,D,How many vertices does a pentagon have?,5,4,8,6,Бесбұрыштың неше төбесі бар?,5,4,8,6,pending,pending,pending,pending,pending,,,
master_geo_035,geography,easy,no,D,C,What landform is created where a river deposits sediment as it enters a standing body of water?,Canyon,Plateau,Alluvial fan,Delta,Өзеннің тұрақты су қоймасына түсуі кезінде шөгінділер жиналатын жер бедері қандай формада жасалады?,Каньон,Үстірт,Аллювийлік желдеткіш,Дельта,pending,pending,pending,pending,pending,,,
master_cs_035,computer_science,medium,no,A,D,What is the main purpose of adding a parity bit to a short binary message?,To detect certain bit errors during transmission or storage,To double the message's storage capacity,To encrypt the message against unauthorized readers,To correct every possible bit error automatically,Қысқа екілік хабарламаға паритеттік бит қосудың негізгі мақсаты қандай?,Тасымалдау немесе сақтау кезінде белгілі бір бит қателерін анықтау үшін,Хабардың сақтау сыйымдылығын екі есе арттыру үшін,Хабарды рұқсат етілмеген оқырмандарға қарсы шифрлау үшін,Әрбір ықтимал бит қатесін автоматты түрде түзету үшін,pending,pending,pending,pending,pending,,,
master_logic_053,logic,medium,no,C,A,"In the sequence 1, 1, 2, 3, 5, ... each term after the first two is their sum. What comes next?",6,7,8,10,"1, 1, 2, 3, 5, ... қатардағы алғашқы екеуінен кейінгі әрбір мүше олардың қосындысы болып табылады. Әрі қарай не келеді?",6,7,8,10,pending,pending,pending,pending,pending,,,
master_logic_064,logic,easy,no,B,D,"Leo stands ahead of Maya, and Maya stands ahead of Noor. Who is first among the three?",Maya,Leo,Noor,No one can be first,"Лео Майядан, ал Майя Нұрдан алда. Үшеуінің ішінде кім бірінші?",Майя,Лео,Нур,Ешкім бірінші бола алмайды,pending,pending,pending,pending,pending,,,
master_science_011,science,easy,no,A,D,What do kidneys primarily remove from the blood to form urine?,Metabolic wastes and excess water,All red blood cells,All glucose after every meal,Carbon dioxide produced by breathing,Несеп түзу үшін бүйрек қаннан ең алдымен нені алып тастайды?,Зат алмасу қалдықтары және артық су,Барлық эритроциттер,Әр тамақтан кейін барлық глюкоза,Тыныс алу арқылы түзілетін көмірқышқыл газы,pending,pending,pending,pending,pending,,,
master_math_069,mathematics,easy,no,C,A,"In the data set 2, 4, 6, 8, how many values are greater than 5?",3,1,2,4,"2, 4, 6, 8 деректер жиынында 5-тен қанша мән үлкен?",3,1,2,4,pending,pending,pending,pending,pending,,,
master_logic_005,logic,medium,no,C,D,What does the biconditional 'P if and only if Q' assert?,P is true regardless of Q,At least one of P and Q is false,P and Q have the same truth value,P and Q cannot both be true,"Екі шартты ""P, егер Q болса ғана"" нені бекітеді?",P Q қарамастан ақиқат,P және Q кем дегенде біреуі жалған,P және Q бірдей ақиқат мәні бар,P және Q екеуі де ақиқат бола алмайды.,pending,pending,pending,pending,pending,,,
master_math_014,mathematics,medium,no,A,C,What simple interest is earned by $600 at 5% per year for 3 years?,$90,$60,$30,$120,3 жыл бойы жылына 5%-бен 600 доллардан қандай қарапайым пайыз алынады?,$90,$60,$30,$120,pending,pending,pending,pending,pending,,,
master_logic_017,logic,medium,no,C,B,All atlases are reference books. All reference books are publications. What must follow?,Some atlases are not publications,All publications are atlases,All atlases are publications,No atlas is a publication,Барлық атластар анықтамалық болып табылады. Барлық анықтамалықтар басылымдар болып табылады. Нені ұстану керек?,Кейбір атластар басылым емес,Барлық жарияланымдар атластар,Барлық атластар басылымдар,Атлас жоқ басылым,pending,pending,pending,pending,pending,,,
master_cs_056,computer_science,medium,no,C,D,What security property does HTTPS add to ordinary HTTP through TLS?,A guarantee that every website is truthful,Permanent storage of every request,Encryption and authentication of the connection,Encryption of all data stored permanently on the server,HTTPS TLS арқылы қарапайым HTTP-ге қандай қауіпсіздік қасиетін қосады?,Әрбір веб-сайттың шынайы екендігіне кепілдік,Әрбір сұрауды тұрақты сақтау,Қосылымды шифрлау және аутентификациялау,Серверде тұрақты сақталған барлық деректерді шифрлау,pending,pending,pending,pending,pending,,,
master_geo_003,geography,easy,no,A,C,Which city is the capital of Germany?,Berlin,Munich,Frankfurt,Hamburg,Германияның астанасы қай қала?,Берлин,Мюнхен,Франкфурт,Гамбург,pending,pending,pending,pending,pending,,,
master_geo_075,geography,medium,no,C,B,What is an aquifer?,A cloud that produces hail,A large underground lake in an open cavern,A permeable underground layer that stores and transmits groundwater,A line separating time zones,Су тұтқышы дегеніміз не?,Бұршақ жауатын бұлт,Ашық үңгірдегі үлкен жер асты көлі,Жер асты суларын сақтайтын және өткізетін өткізгіш жер асты қабаты,Уақыт белдеулерін бөлетін сызық,pending,pending,pending,pending,pending,,,
master_math_038,mathematics,medium,no,A,B,An item costs $50 before an 8% sales tax. What is the total price after tax?,$54,$4,$50.08,$58,Элемент 8% сату салығына дейін $50 тұрады. Салықтан кейінгі жалпы баға қанша?,$54,$4,"$50,08",$58,pending,pending,pending,pending,pending,,,
master_logic_001,logic,easy,no,D,B,What is the logical negation of 'Both lamps are on'?,Both lamps are off,Exactly one lamp is off,At least one lamp is on,At least one lamp is not on,"""Екі шам да қосулы"" логикалық терістеуі қандай?",Екі шам да өшірулі,Дәл бір шам өшірулі,Кем дегенде бір шам жанып тұр,Кем дегенде бір шам жанбаған,pending,pending,pending,pending,pending,,,
master_science_054,science,easy,no,C,B,Which type of rock forms when molten rock cools and solidifies?,Sedimentary,Metamorphic,Igneous,Fossilized,Балқытылған тау жыныстары салқындаған кезде және қатқанда жыныстың қай түрі пайда болады?,Шөгінді,Метаморфтық,Магмалық,Қазбаланған,pending,pending,pending,pending,pending,,,
master_cs_060,computer_science,medium,no,C,D,What is the role of an IP address in packet delivery?,It specifies the programming language used by the sender,It proves the packet contains no malware,It identifies network-layer source and destination interfaces for routing,It guarantees that packets arrive in order,IP мекенжайының пакетті жеткізудегі рөлі қандай?,Жіберуші пайдаланатын бағдарламалау тілін анықтайды,Бұл пакетте зиянды бағдарлама жоқ екенін дәлелдейді,Маршруттау үшін желі деңгейінің көзі мен тағайындалған интерфейстерін анықтайды,Пакеттердің ретімен келетініне кепілдік береді,pending,pending,pending,pending,pending,,,
master_science_023,science,medium,no,D,B,Why does increasing temperature usually speed up a chemical reaction?,It changes every reactant into a catalyst,It prevents particles from colliding,It removes all activation-energy requirements,Particles collide more often and with greater energy,Неліктен температураның жоғарылауы әдетте химиялық реакцияны тездетеді?,Әрбір реактивті катализаторға өзгертеді,Бөлшектердің соқтығысуына жол бермейді,Барлық белсендіру-энергетикалық талаптарды жояды,Бөлшектер жиі соқтығысады және үлкен энергиямен,pending,pending,pending,pending,pending,,,
master_science_073,science,medium,no,A,C,What powers the Sun over most of its lifetime?,Fusion of hydrogen nuclei into helium,Burning oxygen in a chemical fire,Fission of heavy metals at its surface,Friction with planets,Күннің өмірінің көп бөлігінде не қуат береді?,Сутегі ядроларының гелийге қосылуы,Химиялық өртте оттегінің жануы,Оның бетіндегі ауыр металдардың бөлінуі,Планеталармен үйкеліс,pending,pending,pending,pending,pending,,,
master_science_042,science,easy,no,C,A,Which material is generally a good conductor of electricity?,Rubber,Glass,Copper,Dry wood,Қандай материал әдетте электр тогын жақсы өткізеді?,Резеңке,Шыны,Мыс,Құрғақ ағаш,pending,pending,pending,pending,pending,,,
master_geo_046,geography,hard,no,B,A,"Two places lie at the same latitude, but one is 2,000 meters higher. Other factors being similar, which temperature pattern is most likely?",The higher place is warmer because it is closer to the Sun,The higher place is cooler because air temperature generally decreases with elevation,Both must have exactly the same temperature,The lower place is always below freezing,"Екі жер бір ендікте жатыр, бірақ біреуі 2000 метр биіктікте. Басқа факторлар ұқсас, қай температура үлгісі ең ықтимал?",Күнге жақынырақ жоғары жер жылырақ,"Биік жер салқынырақ, өйткені ауа температурасы әдетте биіктікке көтерілген сайын төмендейді",Екеуінің де температурасы бірдей болуы керек,Төменгі жер әрқашан мұздан төмен.,pending,pending,pending,pending,pending,,,
master_science_055,science,medium,no,C,A,What is the main difference between weather and climate?,"Weather occurs only in winter, while climate occurs in summer","Weather describes oceans, while climate describes land",Weather is short-term atmospheric conditions; climate is a long-term pattern,"Weather is measured, while climate cannot be measured",Ауа райы мен климаттың негізгі айырмашылығы неде?,"Ауа райы тек қыста болады, ал климат жазда болады","Ауа райы мұхиттарды, ал климат құрлықты сипаттайды",Ауа райы қысқа мерзімді атмосфералық жағдайлар; климат — ұзақ мерзімді үлгі,"Ауа райы өлшенеді, ал климатты өлшеу мүмкін емес",pending,pending,pending,pending,pending,,,
master_science_038,science,medium,no,A,D,A 10-newton force moves a box 3 meters in the force's direction. How much work does the force do?,30 joules,13 joules,7 joules,3.3 joules,10 Ньютондық күш қорапты күш бағытымен 3 метрге жылжытады. Күш қанша жұмыс істейді?,30 Джоуль,13 Джоуль,7 Джоуль,"3,3 Джоуль",pending,pending,pending,pending,pending,,,
master_logic_011,logic,medium,no,D,B,Which expression is logically equivalent to 'P implies Q'?,P and Q,P or not Q,not P and Q,not P or Q,"Қандай өрнек логикалық тұрғыдан ""P Q білдіреді"" дегенге тең?",P және Q,P немесе емес Q,емес P және Q,емес P немесе Q,pending,pending,pending,pending,pending,,,
master_math_070,mathematics,hard,no,A,C,A course grade consists of a score of 80 weighted at 40% and a score of 90 weighted at 60%. What is the weighted average?,86,84,85,90,Курс бағасы 40% өлшенген 80 баллдан және 60% өлшенген 90 баллдан тұрады. Орташа өлшенген қандай?,86,84,85,90,pending,pending,pending,pending,pending,,,
master_math_066,mathematics,easy,no,B,A,"What is the median of the data set 1, 4, 6, 8?",6,5,4,4.75,"1, 4, 6, 8 деректер жиынының медианасы неге тең?",6,5,4,"4,75",pending,pending,pending,pending,pending,,,
master_logic_040,logic,easy,no,C,D,"If a card is a queen, then it is a face card. This card is not a face card. What follows?",It is a queen,It is an ace,It is not a queen,It could still be a queen,"Егер карта патшайым болса, онда ол бет картасы. Бұл карта бет картасы емес. Бұдан кейін не болады?",Бұл патшайым,Бұл Эйс,Бұл патшайым емес,Бұл әлі де ханшайым болуы мүмкін,pending,pending,pending,pending,pending,,,
master_math_016,mathematics,medium,no,D,C,"If x + y = 11 and x - y = 3, what is x?",8,11,4,7,"Егер x + y = 11 және x - y = 3 болса, х неге тең?",8,11,4,7,pending,pending,pending,pending,pending,,,
master_logic_032,logic,medium,no,D,B,A valid keycard is necessary for entering the lab. Mira entered the lab. What must follow?,Mira owns the laboratory,Everyone with a keycard entered the lab,Mira entered without authorization,Mira had a valid keycard,Зертханаға кіру үшін жарамды кілт картасы қажет. Мира зертханаға кірді. Нені ұстану керек?,Мира зертханаға ие,Кілт картасы бар барлығы зертханаға кірді,Мира рұқсатсыз кірді,Мирада жарамды кілт картасы болды,pending,pending,pending,pending,pending,,,
master_cs_058,computer_science,easy,no,B,C,"In TCP/IP networking, what does a port number help identify on a host?",The physical color of a cable,A particular application endpoint or service,A physical connector where a network cable is plugged in,A file's compression ratio,TCP/IP желісінде порт нөмірі хостта нені анықтауға көмектеседі?,Кабельдің физикалық түсі,Арнайы қолданбаның соңғы нүктесі немесе қызметі,Желілік кабель жалғанған физикалық қосқыш,Файлдың қысу коэффициенті,pending,pending,pending,pending,pending,,,
master_logic_046,logic,easy,no,B,A,Which statement describes the empty set?,It contains the number zero,It contains no elements,It contains every possible element,It is not a set,Қандай мәлімдеме бос жиынды сипаттайды?,Онда нөл саны бар,Ол элементтерді қамтымайды,Ол барлық мүмкін элементтерді қамтиды,Бұл жиын емес,pending,pending,pending,pending,pending,,,
master_cs_025,computer_science,medium,no,A,C,Which queue operation removes and returns the element that has waited longest in a standard queue?,Dequeue,Push,Pop from the newest end,Peek without removal,Қандай кезек операциясы стандартты кезекте ең ұзақ күткен элементті жояды және қайтарады?,Кезектен шығару,Басу,Ең жаңа ұшынан шығару,Жоюсыз қарау,pending,pending,pending,pending,pending,,,
master_science_010,science,medium,no,C,D,Why can antibiotics treat many bacterial infections but not influenza?,Influenza occurs only outside cells,Bacteria and influenza viruses have identical structures,"Influenza is caused by a virus, which lacks the bacterial targets of antibiotics",Influenza is caused by bacteria that resist every antibiotic,"Неліктен антибиотиктер көптеген бактериялық инфекцияларды емдей алады, бірақ тұмауды емдей алмайды?",Тұмау тек жасушалардан тыс жерде кездеседі,Бактериялар мен тұмау вирустары бірдей құрылымдарға ие,Тұмауды антибиотиктердің бактериялық мақсаттары жоқ вирус тудырады,Тұмауды кез келген антибиотикке қарсы тұратын бактериялар тудырады.,pending,pending,pending,pending,pending,,,
master_geo_049,geography,easy,no,D,B,Which line divides Earth into the Northern and Southern Hemispheres?,Prime Meridian,Tropic of Capricorn,International Date Line,Equator,Жерді Солтүстік және Оңтүстік жарты шарларға қай сызық бөледі?,Бас меридиан,Козерог тропигі,Халықаралық күн сызығы,Экватор,pending,pending,pending,pending,pending,,,
master_logic_071,logic,easy,no,D,A,"A speaker rejects Dana's budget argument by saying, 'Dana is lazy, so her figures cannot be right.' Which fallacy is this?",Appeal to popularity,False dilemma,Circular reasoning,Ad hominem,"Спикер: ""Дана жалқау, сондықтан оның сандары дұрыс болуы мүмкін емес"" деп Дананың бюджеттік дәлелін жоққа шығарады. Бұл қай қателік?",Танымалдыққа шағымдану,Жалған дилемма,Айналмалы пайымдау,Ad hominem,pending,pending,pending,pending,pending,,,
master_logic_009,logic,easy,no,D,A,How is the proposition 'S or not S' classified in classical logic?,Contradiction,Invalid argument,Contingent proposition,Tautology,"Классикалық логикада ""S немесе S емес"" ұсынысы қалай жіктеледі?",Қарама-қайшылық,Жарамсыз аргумент,Шартты ұсыныс,Тавтология,pending,pending,pending,pending,pending,,,
master_math_056,mathematics,medium,no,C,D,"What is the volume of a cylinder with radius 3 units and height 5 units, expressed in terms of pi?",15 pi cubic units,75 pi cubic units,45 pi cubic units,30 pi cubic units,"Радиусы 3 бірлік, биіктігі 5 бірлік цилиндрдің көлемі қандай, пи арқылы өрнектеледі?",15 пи текше бірлік,75 пи текше бірлік,45 пи текше бірлік,30 пи текше бірлік,pending,pending,pending,pending,pending,,,
master_math_074,mathematics,easy,no,A,B,What is the value of 2a + 3 when a = 4?,11,14,8,5,a = 4 болғанда 2a + 3 мәні неге тең?,11,14,8,5,pending,pending,pending,pending,pending,,,
master_science_069,science,medium,no,C,D,Why do astronauts in an orbiting spacecraft appear weightless?,Their mass becomes zero in space,Air pressure exactly cancels gravity,They and the spacecraft are falling around Earth together,There is no gravity at orbital altitude,Неліктен орбитадағы ғарыш кемесіндегі ғарышкерлер салмақсыз болып көрінеді?,Кеңістікте олардың массасы нөлге айналады,Ауа қысымы ауырлық күшін дәл жояды,Олар және ғарыш кемесі бірге Жерді айналып жатыр,Орбиталық биіктікте ауырлық жоқ.,pending,pending,pending,pending,pending,,,
master_geo_009,geography,easy,no,B,A,Which country has Bangkok as its capital?,Vietnam,Thailand,Cambodia,Malaysia,Бангкок қай елдің астанасы болып табылады?,Вьетнам,Тайланд,Камбоджа,Малайзия,pending,pending,pending,pending,pending,,,
master_logic_070,logic,medium,no,A,B,"A committee must include exactly two of Lina, Mo, Nia, and Oren. If Lina is selected, Mo must also be selected. Which pair is not allowed?",Lina and Nia,Lina and Mo,Mo and Nia,Nia and Oren,"Комитет құрамында Лина, Мо, Ниа және Ореннің екеуі болуы керек. Лина таңдалса, Mo да таңдалуы керек. Қай жұпқа рұқсат етілмейді?",Лина мен Ниа,Лина мен Мо,Мо және Ниа,Ниа және Орен,pending,pending,pending,pending,pending,,,
master_math_053,mathematics,easy,no,D,C,A circle has a diameter of 18 centimeters. What is its radius?,4.5 centimeters,36 centimeters,18 centimeters,9 centimeters,Шеңбердің диаметрі 18 сантиметр. Оның радиусы қандай?,"4,5 сантиметр",36 сантиметр,18 сантиметр,9 сантиметр,pending,pending,pending,pending,pending,,,
master_cs_001,computer_science,medium,no,D,B,What is the purpose of a return statement inside a function?,To rename the function,To pause the function so it later resumes at the next statement,To declare every variable global,To end the function and optionally send a value to its caller,Функция ішіндегі қайтару операторының мақсаты қандай?,Функцияның атын өзгерту үшін,Функцияны кейінірек келесі мәлімдемеде жалғастыру үшін кідірту үшін,Әрбір айнымалыны жаһандық деп жариялау үшін,Функцияны аяқтау және оның шақырушысына қосымша мән жіберу үшін,pending,pending,pending,pending,pending,,,
master_math_051,mathematics,hard,no,C,A,Each exterior angle of a regular polygon measures 24 degrees. How many sides does the polygon have?,14,12,15,24,Дұрыс көпбұрыштың әрбір сыртқы бұрышы 24 градусқа тең. Көпбұрыштың неше қабырғасы бар?,14,12,15,24,pending,pending,pending,pending,pending,,,
master_math_008,mathematics,hard,no,A,D,"If f(x) = x squared minus 1 and g(x) = 2x + 1, what is f(g(2))?",24,15,26,7,"Егер f(x) = x квадраты минус 1 және g(x) = 2x + 1 болса, f(g(2)) дегеніміз не?",24,15,26,7,pending,pending,pending,pending,pending,,,
master_geo_034,geography,medium,no,A,D,Which inland body of water lies between Europe and Asia and is commonly called the world's largest lake by area?,Caspian Sea,Lake Superior,Lake Victoria,Aral Sea,Қандай ішкі су қоймасы Еуропа мен Азияның арасында жатыр және әдетте ауданы бойынша әлемдегі ең үлкен көл деп аталады?,Каспий теңізі,Жоғарғы көл,Виктория көлі,Арал теңізі,pending,pending,pending,pending,pending,,,
master_math_076,mathematics,medium,no,C,D,"For the line y = 3x - 2, what is y when x = 5?",10,15,13,17,y = 3x - 2 сызығы үшін x = 5 болғанда у неге тең?,10,15,13,17,pending,pending,pending,pending,pending,,,
